,CarParkID,address,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,lat,lng
1284,CR29,BLK 29/30 KELANTAN LANE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.305783783,103.8567933
1285,CR30,BLK 639/640 ROWELL COURT,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.307600179,103.854941
1286,CR31,BLK 632/633/635 VEERASAMY ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,4.5,N,1.306249745,103.8546982
1287,CTM1,BLK 441 COMMONWEALTH AVE WEST,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N,1.314744665,103.7640729
1288,CVBK,BLK 8C BOON KENG ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N,1.316516433,103.8610276
1289,DRM1,BLK 104C DEPOT ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.280513156,103.8115435
1290,DRM2,BLK 112C DEPOT ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.281299376,103.8078531
1291,DRM3,108A DEPOT ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.280838377,103.8098679
1292,DRM4,BLK 105 DEPOT ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N,1.280870652,103.8123659
1293,DRM5,BLOCK 110 DEPOT ROAD,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y,1.281331883,103.8094774
1294,DUXM,BLK 1 CANTONMENT ROAD,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,3,2.1,Y,1.276977381,103.8410541
1299,DWST,BLK 89A DAWSON ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,4,2.15,N,1.295216241,103.8119707
1302,DWSV,BLK 85 DAWSON ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,1.295306795,103.8096169
1304,FR2C,BLK 3/4 QUEEN'S ROAD,COVERED CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.4,N,1.318278391,103.8077126
1306,FR3M,BLK 8A EMPRESS ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,1.316694831,103.8062106
1307,FR4M,BLK 6A FARRER ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.15,N,1.316875727,103.8075345
1310,GE1A,BLK 99-106/111-112 ALJUNIED CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.319887489,103.8834378
1311,GE1B,BLK 114-117 ALJUNIED AVENUE 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.321205443,103.8869925
1312,GE1C,BLK 119 ALJUNIED CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.31975879,103.8862991
1313,GE1F,BLK 107-108 ALJUNIED CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.319209948,103.8842356
1314,GE1G,BLK 95 & 113 ALJUNIED CRESCENT,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.320962409,103.8863088
1315,GEML,BLK 118 ALJUNIED AVE 2,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,1.319937742,103.8878498
1317,GM1A,BLK 2A GHIM MOH ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.312554633,103.7869456
1319,GM1M,31A GHIM MOH LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.309354432,103.7843689
1320,GM2A,BLK 8A GHIM MOH RD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,1.310938079,103.7872362
1321,GM6A,BLK 13A GHIM MOH RD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,5,2.15,N,1.309441605,103.7887282
1322,GM6B,BLK 16A GHIM MOH ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.309611071,103.7876523
1323,GMLM,BLK 24 GHIM MOH LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.308728312,103.7858206
1324,GSML,BLK 2 GEYLANG SERAI,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,2.15,N,1.317031228,103.8984885
1325,HE12,BLK 78/81 REDHILL LANE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.288210023,103.8186506
1326,HE17,BLK 93/96 HENDERSON RD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.286423061,103.8203888
1328,HE19,ALEXANDRA RD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.290540619,103.8209851
1331,HE24,BLK 116 BUKIT MERAH VIEW,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.284668093,103.8209853
1333,HG10,BLK 101-108 HOUGANG AVENUE 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.354547713,103.8904836
1334,HG11,BLK 301-319 HOUGANG AVENUE 5,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.365959085,103.8949804
1335,HG12,BLK 320-324 HOUGANG AVENUE 5,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.366695127,103.898161
1336,HG13,BLK 325/326 HOUGANG AVENUE 7,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.367835186,103.8985638
1337,HG14,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5",SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N,1.369197833,103.8964277
1338,HG15,BLK 208-210 HOUGANG STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.358960838,103.8867122
1339,HG16,BLK 211-212 HOUGANG STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.359726451,103.8880915
1340,HG17,BLK 231/233/235/237 HOUGANG STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.357675485,103.8879577
1341,HG18,BLK 230/232/234/236/238 HOUGANG AVENUE 1,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2.4,N,1.358056283,103.8889504
1342,HG19,BLK 138-145 LORONG AH SOO,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.352785006,103.884153
1343,HG1A,BLK 470 UPPER SERANGOON CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.378663847,103.9017851
1344,HG1B,BLK 475 UPPER SERANGOON CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.375720843,103.9006892
1345,HG1C,BLK 476 UPP SERANGOON VIEW,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N,1.377389684,103.9036743
1346,HG1D,BLK 376 HOUGANG ST 32,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N,1.363743381,103.8941133
1347,HG20,BLK 128-137 LORONG AH SOO,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.350283507,103.8864275
1348,HG22,BLK 154-157 HOUGANG STREET 11,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.352473457,103.8804324
1349,HG23,BLK 239-246 HOUGANG STREET 22,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.357512578,103.8915463
1350,HG24,BLK 247-254 HOUGANG AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.0,N,1.359798107,103.8916917
1351,HG25,BLK 205 HOUGANG STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.359827339,103.8868899
1352,HG29,BLK 351-357 HOUGANG AVENUE 7,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.372342271,103.8990805
1353,HG2A,BLK 473 UPP SERANGOON CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.376372318,103.9007208
1354,HG2B,BLK 933 HOUGANG AVENUE 9,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N,1.375529907,103.8824558
1355,HG2C,BLK 364 / 365 UPP SERANGOON RD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N,1.37006822,103.8972496
1356,HG2D,"BLK 581,582 AND 582A BUANGKOK GREEN",SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.379423099,103.8873921
1357,HG30,BLK 464-468 HOUGANG AVENUE 10,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.9,N,1.373259132,103.8969659
1358,HG31,BLK 414-416 HOUGANG AVENUE 10,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.375484544,103.8963178
1359,HG32,BLK 601-608 HOUGANG AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.371379058,103.8860602
1360,HG33,BLK 609-621 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.369567772,103.8843751
1361,HG34,BLK 622-632 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.369942472,103.8815031
1362,HG35,"BLK 701-702,707-710 HOUGANG AVENUE 2",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.366489723,103.8889637
1363,HG36,"BLK 703-706,711-712 HOUGANG AVENUE 2",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.366118548,103.8876039
1364,HG37,BLKS 501-507 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.373008633,103.8873707
1365,HG38,"BLK 508-517,520-533 HOUGANG AVENUE 10",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.372520863,103.8896986
1366,HG39,HOUGANG SPORTS COMPLEX,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3699434,103.8859678
1367,HG41,BLK 633-642 & 647-648 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.37127612,103.8793501
1368,HG42,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.374161036,103.8834179
1369,HG43,BLK 668-680 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.372113117,103.8843042
1370,HG44,BLK 681-684 HOUGANG AVENUES 4/8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.37364879,103.8863297
1371,HG45,BLK 685-691 HOUGANG STREET 61,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.375903827,103.88613
1372,HG46,BLK 692-698 HOUGANG STREET 61,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.375857848,103.886963
1373,HG47,BLK 805 HOUGANG CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,1.9,N,1.371184089,103.8939622
1374,HG48,BLK 417-434 HOUGANG AVE 6/8/10,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.37542517,103.8940937
1375,HG49,BLK 435-458 HOUGANG AVE 6/8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.378793343,103.8947593
1376,HG50,BLK 534-545 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2.0,N,1.377331836,103.8913337
1377,HG51,BLK 546-555 HOUGANG STREET 51,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.378651048,103.8901131
1378,HG52,BLK 556-566 HOUGANG STREET 51,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.38028263,103.8897556
1379,HG53,BLK 830A HOUGANG CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.87,N,1.370871826,103.8907031
1380,HG54,BLK 220-222 HOUGANG STREET 21,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.86,N,1.356644354,103.8843547
1381,HG55,BLK 814 HOUGANG AVENUE 10,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.37268343,103.8932122
1382,HG56,BLK 830-835 HOUGANG CENTRAL,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.371203251,103.8901223
1383,HG60,BLK 548A HOUGANG STREET 51,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.0,N,1.379004378,103.8911938
1384,HG61,BLK 559A HOUGANG STREET 51,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.0,N,1.379654028,103.8891544
1385,HG62,BLK 566A HOUGANG STREET 51,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.0,N,1.380826996,103.8885596
1386,HG64,BLK 682-684 HOUGANG STREET 61,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.374341253,103.8862976
1387,HG67,"BLK 401-413, 460-463 HOUGANG AVENUE 10",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.374292663,103.8958176
1388,HG68,BLK 838A HOUGANG CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.369924451,103.8918395
1389,HG69,BLK 850A HOUGANG CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.369980742,103.8929698
1390,HG70,BLK 567A HOUGANG STREET 51,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N,1.378973567,103.8885084
1391,HG71,BLK 574A HOUGANG STREET 51,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.377702696,103.8863739
1392,HG73,BLK 909A HOUGANG STREET 91,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.378304455,103.8835515
1393,HG74,BLK 166A HOUGANG AVENUE 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.350820191,103.8880705
1394,HG75,BLK 172A HOUGANG AVENUE 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.350591594,103.8889979
1395,HG76,BLK 159A HOUGANG STREET 11,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.351811367,103.8794733
1396,HG77,BLK 919A HOUGANG AVENUE 4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.375454194,103.8842441
1397,HG78,BLK 925A HOUGANG STREET 91,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.376775646,103.8832659
